Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
"D51","LED","LED-SMD_L3.5-W2.8-RD_1.25T-2PWT",351.200000,-73.600000,0.000000,top
"R1","47","R_0603_1608Metric",62.600000,-73.600000,-90.000000,top
"R2","47","R_0603_1608Metric",56.400000,-73.600000,-90.000000,top
"R3","47","R_0603_1608Metric",81.200000,-73.600000,-90.000000,top
"R4","47","R_0603_1608Metric",75.000000,-73.600000,-90.000000,top
"R5","47","R_0603_1608Metric",99.800000,-73.600000,-90.000000,top
"R6","47","R_0603_1608Metric",93.600000,-73.600000,-90.000000,top
"R7","47","R_0603_1608Metric",118.470000,-73.600000,-90.000000,top
"R8","47","R_0603_1608Metric",112.270000,-73.600000,-90.000000,top
"R9","47","R_0603_1608Metric",137.070000,-73.600000,-90.000000,top
"R10","47","R_0603_1608Metric",130.870000,-73.600000,-90.000000,top
"R11","47","R_0603_1608Metric",155.670000,-73.600000,-90.000000,top
"R12","47","R_0603_1608Metric",149.470000,-73.600000,-90.000000,top
"R13","47","R_0603_1608Metric",174.200000,-73.600000,-90.000000,top
"R14","47","R_0603_1608Metric",168.000000,-73.600000,-90.000000,top
"R15","47","R_0603_1608Metric",192.870000,-73.600000,-90.000000,top
"R16","47","R_0603_1608Metric",186.670000,-73.600000,-90.000000,top
"R17","47","R_0603_1608Metric",211.410000,-73.600000,-90.000000,top
"R18","47","R_0603_1608Metric",205.210000,-73.600000,-90.000000,top
"R19","47","R_0603_1608Metric",230.000000,-73.600000,-90.000000,top
"R20","47","R_0603_1608Metric",223.800000,-73.600000,-90.000000,top
"R21","47","R_0603_1608Metric",248.600000,-73.600000,-90.000000,top
"R22","47","R_0603_1608Metric",242.400000,-73.600000,-90.000000,top
"R23","47","R_0603_1608Metric",267.200000,-73.600000,-90.000000,top
"R24","47","R_0603_1608Metric",261.000000,-73.600000,-90.000000,top
"R25","47","R_0603_1608Metric",285.800000,-73.600000,-90.000000,top
"R26","47","R_0603_1608Metric",279.600000,-73.600000,-90.000000,top
"R27","47","R_0603_1608Metric",304.400000,-73.600000,-90.000000,top
"R28","47","R_0603_1608Metric",298.200000,-73.600000,-90.000000,top
"R29","47","R_0603_1608Metric",323.010000,-73.600000,-90.000000,top
"R30","47","R_0603_1608Metric",316.810000,-73.600000,-90.000000,top
"R31","47","R_0603_1608Metric",341.600000,-73.600000,-90.000000,top
"R32","47","R_0603_1608Metric",335.400000,-73.600000,-90.000000,top
"R33","47","R_0603_1608Metric",360.200000,-73.600000,-90.000000,top
"R34","47","R_0603_1608Metric",354.000000,-73.600000,-90.000000,top
